1.5708,2.12437,2
1.5708,1.01722,0
1.5708,-2.12437,0
1.5708,-1.01722,0
0.553574,-1.5708,11
0.553574,1.5708,0
2.58802,-1.5708,0
2.58802,1.5708,28
2.12437,0,0
1.01722,0,0
2.12437,3.14159,0
1.01722,3.14159,2
1.25664,2.58802,0
0.628318,2.58802,0
1.0472,1.93566,0
1.0472,1.20593,1
1.5708,1.5708,0
2.0944,1.20593,0
2.0944,1.93566,0
2.51327,2.58802,3
1.88496,2.58802,1
1.5708,3.14159,0
0.628318,0.553574,1
1.25664,0.553574,0
0.628318,-2.58802,6
0,0,31
1.88496,-2.58802,0
1.25664,-2.58802,0
3.14159,0,10
2.51327,-2.58802,0
1.88496,0.553574,20
2.51327,0.553574,34
1.25664,-0.553574,1
0.628318,-0.553574,1
1.0472,-1.20593,0
1.0472,-1.93566,4
1.5708,-1.5708,0
2.0944,-1.93566,0
2.0944,-1.20593,0
2.51327,-0.553574,1
1.88496,-0.553574,0
1.5708,0,1
1.40948,2.35027,0
1.13147,2.27767,0
1.30789,2.03681,0
0.804071,2.91667,0
0.942478,2.58802,0
1.12199,2.84898,0
0.792529,1.79831,0
0.811804,2.19719,0
0.530274,2.11047,0
1.30481,1.73998,0
1.5708,1.84758,1
0.792529,1.34329,1
1.01722,1.5708,0
1.5708,1.29401,0
1.30481,1.40161,0
1.30789,1.10478,0
1.83679,1.73998,2
1.83371,2.03681,0
1.83371,1.10478,0
1.83679,1.40161,0
2.34906,1.79831,1
2.12437,1.5708,0
2.34906,1.34329,0
2.01012,2.27767,8
1.73212,2.35027,1
2.61132,2.11047,12
2.32979,2.19719,6
2.0196,2.84898,1
2.19911,2.58802,6
2.33752,2.91667,1
1.5708,2.58802,0
1.84758,3.14159,0
1.73398,2.87193,1
1.40761,2.87193,0
1.29401,3.14159,0
1.13147,0.863926,0
1.40948,0.79132,0
0.530274,1.03112,0
0.811804,0.944402,21
1.12199,0.292617,0
0.942478,0.553574,3
0.804071,0.22492,0
0.314159,2.58802,2
0.276787,1.5708,0
0.804071,-2.91667,1
0.553574,3.14159,2
0.276787,-1.5708,14
0.314159,-2.58802,77
0.530274,-2.11047,22
1.40761,-2.87193,0
1.12199,-2.84898,0
2.0196,-2.84898,0
1.73398,-2.87193,0
1.40948,-2.35027,0
1.5708,-2.58802,1
1.73212,-2.35027,0
2.58802,3.14159,4
2.33752,-2.91667,0
2.86481,1.5708,33
2.82743,2.58802,48
2.61132,-2.11047,0
2.82743,-2.58802,1
2.86481,-1.5708,0
2.32979,0.944402,0
2.61132,1.03112,1
1.73212,0.79132,3
2.01012,0.863926,1
2.33752,0.22492,1
